City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
468,Brewster,US,41.3973,-73.6171,40.6,77,75,0.0,broken clouds
469,Okakarara,NA,-20.5833,17.4333,73.18,31,40,7.99,scattered clouds
470,Treinta Y Tres,UY,-33.2333,-54.3833,70.25,69,2,14.09,clear sky
471,Dubbo,AU,-32.25,148.6167,73.53,53,40,12.66,scattered clouds
472,San Andres,CO,12.5847,-81.7006,82.42,78,20,9.22,light rain
473,Carlisle,US,40.2015,-77.1889,41.04,63,80,8.93,broken clouds
474,Atherton,GB,53.5237,-2.4935,47.75,83,75,3.0,broken clouds
475,Watsa,CD,3.0372,29.5355,62.65,54,30,2.08,scattered clouds
476,Bahia Blanca,AR,-38.7196,-62.2724,95.29,23,12,1.01,few clouds
477,Skibbereen,IE,51.55,-9.2667,49.1,78,99,24.38,overcast clouds
478,Kuminskiy,RU,58.6667,66.5667,-8.84,92,100,10.07,overcast clouds
479,Miraflores,MX,19.2167,-98.8083,70.45,36,24,1.39,few clouds
480,Kampong Thum,KH,12.7111,104.8887,68.38,76,100,5.53,overcast clouds
481,Manati,PR,18.4275,-66.4921,74.89,99,38,7.96,scattered clouds
482,Laguna,US,38.421,-121.4238,58.42,63,100,13.8,overcast clouds
483,Vratimov,CZ,49.77,18.3102,41.11,100,0,1.14,clear sky
484,Colon,PA,9.3592,-79.9014,76.55,87,22,5.91,light rain
485,Manicore,BR,-5.8092,-61.3003,73.65,95,76,1.63,broken clouds
486,Itarema,BR,-2.9248,-39.9167,79.54,78,0,16.13,clear sky
487,Nalut,LY,30.3333,10.85,46.98,66,5,7.23,clear sky
488,Camacha,PT,33.0833,-16.3333,62.02,82,20,8.05,few clouds
489,Toktogul,KG,41.8708,72.9402,30.47,79,91,3.65,overcast clouds
490,Iralaya,HN,15.0,-83.2333,76.86,86,9,13.91,moderate rain
491,Okhotsk,RU,59.3833,143.3,-22.5,83,6,13.69,clear sky
492,Kriel,ZA,-26.2739,29.2253,53.82,83,67,6.89,broken clouds
493,Pacific Grove,US,36.6177,-121.9166,60.42,61,100,17.0,overcast clouds
494,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,77,40,10.36,scattered clouds
495,Negombo,LK,7.2083,79.8358,75.25,94,20,6.91,few clouds
496,Gambo,CF,4.6482,22.2633,68.95,34,87,3.42,overcast clouds
497,Capreol,CA,46.706,-80.9225,12.67,73,100,3.44,overcast clouds
498,Karad,IN,17.2833,74.2,63.48,60,0,4.5,clear sky
499,Kirakira,SB,-10.4544,161.9205,85.15,68,100,10.87,overcast clouds
500,Katangli,RU,51.7102,143.2326,-8.72,95,79,6.26,broken clouds
501,Okato,NZ,-39.2,173.8833,66.18,82,97,25.99,overcast clouds
502,Ca Mau,VN,9.1769,105.15,69.62,79,100,6.17,moderate rain
503,La Tuque,CA,47.4334,-72.7824,16.05,67,85,8.05,overcast clouds
504,Eufaula,US,31.8913,-85.1455,59.04,57,0,0.0,clear sky
505,Sikeston,US,36.8767,-89.5879,51.84,82,100,0.0,overcast clouds
506,Gorin,RU,51.1983,136.6669,-9.99,95,100,6.42,overcast clouds
507,Ormara,PK,25.2088,64.6357,67.95,64,0,3.98,clear sky
508,Tevaitoa,PF,-16.7833,-151.5,81.52,66,34,1.95,scattered clouds
509,Gladstone,AU,-23.85,151.25,80.53,57,40,9.22,scattered clouds
510,Bitung,ID,1.4451,125.1824,79.65,82,100,9.26,overcast clouds
511,Margate,GB,51.3813,1.3862,48.31,81,39,5.01,scattered clouds
512,Nicoya,CR,10.1483,-85.452,77.77,72,59,0.38,broken clouds
513,Vinukonda,IN,16.05,79.75,62.98,46,0,5.44,clear sky
514,Tranas,SE,58.0372,14.9782,35.38,99,100,9.24,overcast clouds
515,San Lawrenz,MT,36.0553,14.204,51.21,64,1,5.75,clear sky
516,Aojiang,CN,22.9421,116.0359,61.18,53,100,13.44,overcast clouds
517,Sayyan,YE,15.1718,44.3244,48.94,62,1,2.19,clear sky
518,Zheleznodorozhnyy,RU,55.7503,38.0042,-1.79,95,13,5.5,few clouds
519,Kozhva,RU,65.1073,57.0459,-44.41,100,82,2.98,broken clouds
520,Jizan,SA,17.3333,42.6667,76.14,74,2,3.69,clear sky
521,Mayo,US,38.8876,-76.5119,44.55,55,0,6.91,clear sky
522,Normandin,CA,48.8333,-72.5321,14.31,73,58,8.05,broken clouds
523,Waitati,NZ,-45.75,170.5667,59.81,95,2,10.92,clear sky
524,Adeje,ES,28.1227,-16.726,63.48,77,20,8.05,few clouds
525,Yulara,AU,-25.2406,130.9889,74.48,50,89,20.89,overcast clouds
526,Teguldet,RU,57.3064,88.1667,24.08,95,100,11.54,light snow
527,Marsa Matruh,EG,31.3525,27.2453,57.4,82,40,6.91,scattered clouds
528,Quelimane,MZ,-17.8786,36.8883,76.95,94,75,0.0,light rain
529,Tourlaville,FR,49.6383,-1.5664,45.82,87,0,14.97,clear sky
530,Carbondale,US,37.7273,-89.2168,50.29,61,100,8.05,overcast clouds
531,Synya,RU,65.3718,58.0387,-45.22,100,70,2.51,broken clouds
532,Shar,KZ,49.5886,81.0453,25.7,89,60,12.86,broken clouds
533,Sur,OM,22.5667,59.5289,67.96,72,0,4.16,clear sky
534,Ngorongoro,TZ,-3.2397,35.4875,49.59,86,50,4.27,scattered clouds
535,Huilong,CN,31.8111,121.655,43.93,71,0,10.65,clear sky
536,Novoagansk,RU,61.9449,76.6625,-12.98,95,100,19.48,overcast clouds
537,Tahta,EG,26.7693,31.5021,54.99,54,78,6.78,broken clouds
538,Vila Velha,BR,-20.3297,-40.2925,73.35,96,75,7.0,broken clouds
539,Moose Factory,CA,51.2585,-80.6094,8.6,78,75,11.5,broken clouds
540,Narsaq,GL,60.9167,-46.05,14.22,67,88,9.19,overcast clouds
541,Sisimiut,GL,66.9395,-53.6735,12.74,80,99,7.87,overcast clouds
542,Tuy Hoa,VN,13.0833,109.3,68.4,97,100,7.25,overcast clouds
543,Henties Bay,NA,-22.116,14.2845,63.93,79,15,6.44,few clouds
544,Prince Albert,CA,53.2001,-105.7677,15.75,86,20,3.44,few clouds
545,Baykit,RU,61.67,96.37,-20.13,100,96,0.87,overcast clouds
546,Borisoglebskiy,RU,57.2586,39.1508,-2.88,98,75,7.94,broken clouds
547,Akyab,MM,20.15,92.9,66.2,82,2,3.98,clear sky
548,Muswellbrook,AU,-32.2667,150.9,72.01,50,78,6.98,broken clouds
549,Aksarka,RU,66.5606,67.7975,-42.39,100,55,4.88,broken clouds
550,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,92,100,15.86,overcast clouds
551,Taoudenni,ML,22.6783,-3.9836,62.19,23,97,14.56,overcast clouds
552,Cuenca,EC,-2.8833,-78.9833,59.13,88,75,3.44,light rain
553,Joshimath,IN,30.5667,79.5667,45.54,27,4,8.84,clear sky
554,Vanimo,PG,-2.6741,141.3028,81.73,79,100,2.1,overcast clouds
555,Bima,ID,-8.4667,118.7167,79.92,80,55,3.76,broken clouds
556,Evansville,US,37.9748,-87.5558,50.2,54,100,5.75,overcast clouds
557,Manzanillo,CU,20.3433,-77.1167,78.06,66,25,16.02,scattered clouds
558,Nanning,CN,22.8167,108.3167,61.25,41,100,3.58,overcast clouds
559,Miri,MY,4.4148,114.0089,73.54,94,40,5.75,scattered clouds
560,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,74.19,98,100,0.43,overcast clouds
561,Amapa,BR,1.0,-52.0,72.37,96,74,4.74,broken clouds
562,Nazarovo,RU,56.0064,90.3914,14.56,88,100,7.61,overcast clouds
563,Pisco,PE,-13.7,-76.2167,73.45,78,0,13.8,clear sky
564,Datong,CN,40.0936,113.2914,25.25,41,8,3.8,clear sky
565,Klaksvik,FO,62.2266,-6.589,38.32,86,51,12.48,broken clouds
566,Acarau,BR,-2.8856,-40.12,79.56,80,1,16.55,clear sky
567,Brae,GB,60.3964,-1.353,46.47,82,72,25.19,broken clouds
568,Maryborough,AU,-25.5333,152.7,80.11,49,34,6.87,scattered clouds
569,La Orilla,MX,17.9833,-102.2333,80.01,66,0,6.62,clear sky
570,Neiafu,TO,-18.65,-173.9833,86.68,74,75,4.61,broken clouds
571,Barentu,ER,15.1139,37.5928,63.73,62,1,3.94,clear sky
572,Trogir,HR,43.5125,16.2517,53.65,66,100,6.91,overcast clouds
573,Nata,PA,8.3333,-80.5167,82.27,73,4,10.74,clear sky
574,Lompoc,US,34.6391,-120.4579,63.01,62,75,13.8,broken clouds
575,Vila,PT,42.0304,-8.1588,41.7,94,100,7.96,moderate rain
576,Naron,ES,43.5167,-8.1528,53.04,90,100,15.12,overcast clouds
577,Prince Rupert,CA,54.3161,-130.3201,44.69,83,100,24.16,overcast clouds
578,Huainan,CN,32.6264,116.9969,46.27,57,0,4.56,clear sky
579,Noumea,NC,-22.2763,166.4572,82.38,99,98,4.25,light rain
580,Macamic,CA,48.7502,-78.9996,-6.61,100,76,4.05,broken clouds
581,Abrau-Dyurso,RU,44.69,37.59,17.06,55,58,9.71,broken clouds
582,Abu Zabad,SD,12.35,29.25,60.85,33,16,11.07,few clouds
583,Kanniyakumari,IN,8.0833,77.5667,76.05,77,1,21.77,clear sky
584,Bawku,GH,11.0616,-0.2417,76.98,19,2,9.89,clear sky
585,Eldorado,BR,-23.7869,-54.2836,74.16,67,55,4.99,broken clouds
586,Knin,HR,44.0439,16.2,47.89,84,71,1.79,broken clouds
587,Zaragoza,ES,41.6561,-0.8773,43.25,93,75,5.75,broken clouds
588,Port-De-Bouc,FR,43.4,4.9833,58.59,77,100,14.97,overcast clouds
589,Malaya Vishera,RU,58.8454,32.2222,-8.57,96,89,4.12,overcast clouds
590,Labrea,BR,-7.2586,-64.7981,73.44,89,93,1.43,overcast clouds
591,Hambantota,LK,6.1241,81.1185,75.02,81,68,13.6,broken clouds
592,Palamedu,IN,10.1167,78.1167,72.25,92,10,4.45,clear sky
593,Sosua,DO,19.7667,-70.5167,76.91,83,40,6.91,scattered clouds
594,Borba,BR,-4.3878,-59.5939,73.78,96,100,2.89,overcast clouds
595,Isla Vista,US,34.4133,-119.861,63.99,56,0,6.91,clear sky
596,Silver City,US,32.7701,-108.2803,55.36,21,0,5.75,clear sky
597,Sola,VU,-13.8833,167.55,82.08,76,100,13.35,overcast clouds
598,Kiama,AU,-34.6833,150.8667,74.25,58,65,8.99,broken clouds
599,Rubtsovsk,RU,51.5,81.25,25.43,81,100,20.27,overcast clouds
600,Gundlupet,IN,11.8,76.6833,61.09,88,0,4.07,clear sky
601,Sungairaya,ID,0.7,108.9,78.03,87,90,0.92,overcast clouds
602,San Esteban,HN,15.2,-85.75,83.3,98,67,4.34,broken clouds
603,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,69.08,83,0,11.34,clear sky
604,Durgapur,IN,23.4833,87.3167,52.39,31,0,7.27,clear sky
605,Ahuimanu,US,21.4447,-157.8378,83.61,66,40,16.11,scattered clouds
606,Ulety,RU,51.3572,112.4849,4.95,83,6,7.72,clear sky
607,Sao Raimundo Nonato,BR,-9.0153,-42.6994,76.15,62,64,0.65,broken clouds
608,Truth Or Consequences,US,33.1284,-107.2528,55.63,22,0,0.0,clear sky
609,Uvira,CD,-3.4067,29.1458,71.71,82,90,2.98,overcast clouds
610,Buala,SB,-8.145,159.5921,84.96,67,98,6.98,overcast clouds
611,Madimba,TZ,-10.4,40.3333,78.67,83,36,5.99,scattered clouds
612,Livingston,GB,55.9029,-3.5226,45.12,83,0,16.11,clear sky
613,Wanaka,NZ,-44.7,169.15,65.1,58,6,5.01,clear sky
614,Xai-Xai,MZ,-25.0519,33.6442,72.27,64,77,16.51,broken clouds
615,Atascocita,US,29.9988,-95.1766,78.1,81,75,8.05,broken clouds
616,Nhulunbuy,AU,-12.2333,136.7667,79.41,94,75,5.75,light rain
617,Peachland,CA,49.7665,-119.7357,40.15,87,100,1.57,overcast clouds
618,Kasangulu,CD,-4.5911,15.1708,70.32,92,99,0.58,overcast clouds
619,Manglaur,IN,29.8,77.8667,45.66,47,0,6.91,clear sky
620,Tchibanga,GA,-2.85,11.0333,72.0,97,100,2.19,overcast clouds
621,Sabang,ID,5.8933,95.3214,80.22,71,91,5.37,overcast clouds
622,Nemuro,JP,43.3236,145.575,27.82,60,55,6.44,broken clouds
623,Abu Samrah,SY,35.3029,37.1841,46.2,77,17,3.11,few clouds
624,Umm Lajj,SA,25.0213,37.2685,67.91,48,20,11.23,few clouds
625,Valdepenas,ES,38.7621,-3.3848,49.86,90,92,21.0,overcast clouds
626,Nara,JP,34.6851,135.8049,42.49,69,71,3.98,broken clouds
627,Waingapu,ID,-9.6567,120.2641,82.06,69,69,11.9,broken clouds
628,Fredericksburg,US,38.3032,-77.4605,46.62,56,0,5.75,clear sky
629,Ballina,AU,-28.8667,153.5667,74.01,86,88,14.97,overcast clouds
630,Byron Bay,AU,-28.65,153.6167,73.94,70,88,14.67,overcast clouds
631,Necochea,AR,-38.5473,-58.7368,75.69,50,96,21.94,overcast clouds
632,Saravena,CO,6.9538,-71.8752,72.41,91,59,0.76,broken clouds
633,Yantzaza,EC,-3.8278,-78.7594,68.04,97,91,0.2,light rain
634,Yuksekova,TR,37.5736,44.2872,26.35,93,75,3.44,mist
635,Te Anau,NZ,-45.4167,167.7167,69.06,51,18,2.95,few clouds
636,Kudahuvadhoo,MV,2.6708,72.8944,80.6,77,84,16.35,broken clouds
637,Lokachi,UA,50.737,24.6494,28.74,95,43,7.0,scattered clouds
638,Bud,US,39.447,-86.1758,35.67,80,0,7.11,clear sky
639,Narasannapeta,IN,18.4167,84.05,58.08,51,0,6.58,clear sky
640,Zhaoqing,CN,23.0512,112.4597,59.38,70,99,4.05,light rain
641,San Buenaventura,MX,27.0833,-101.5333,73.47,59,0,12.41,clear sky
642,Santa Lucia,ES,27.9117,-15.5407,56.52,72,20,9.22,few clouds
643,Pochutla,MX,15.7432,-96.4661,76.19,60,0,3.74,clear sky
644,Storsteinnes,NO,69.2408,19.2344,20.05,86,97,10.33,overcast clouds
645,Nacogdoches,US,31.6002,-94.6335,73.04,87,75,4.61,light rain
646,Skjervoy,NO,70.0311,20.9714,14.0,77,3,34.74,clear sky
647,Pitimbu,BR,-7.4706,-34.8086,81.19,77,66,10.94,broken clouds
648,Korla,CN,41.7597,86.1469,26.91,43,23,4.92,few clouds
649,Novorzhev,RU,57.0294,29.3338,9.36,76,50,5.91,scattered clouds
650,Tilichiki,RU,60.4667,166.1,-21.64,94,56,10.83,broken clouds
651,Magistralnyy,RU,56.1725,107.4458,-9.08,96,72,4.07,broken clouds
652,Alice Springs,AU,-23.7,133.8833,63.95,100,100,4.61,overcast clouds
653,Muzaffarabad,PK,34.37,73.4711,51.55,62,100,6.42,overcast clouds
654,Coihaique,CL,-45.5752,-72.0662,65.01,72,75,3.44,broken clouds
655,Saint Anthony,US,45.0205,-93.218,19.02,73,0,9.22,clear sky
656,Biograd Na Moru,HR,43.9433,15.4519,49.75,71,100,3.89,overcast clouds
657,Calvinia,ZA,-31.4707,19.776,70.5,25,0,7.02,clear sky
658,Saint-Francois,FR,46.4154,3.9054,53.04,79,100,6.91,light rain
659,Tabou,CI,4.423,-7.3528,78.89,84,22,7.14,few clouds
660,Carndonagh,IE,55.25,-7.2667,46.26,77,88,25.97,overcast clouds
661,Vaitape,PF,-16.5167,-151.75,81.64,64,38,2.3,scattered clouds
662,Grindavik,IS,63.8424,-22.4338,33.75,80,20,14.97,few clouds
663,Nyurba,RU,63.2842,118.3319,-19.82,99,100,2.8,overcast clouds
664,Kalianget,ID,-7.05,113.9333,80.42,77,52,1.54,broken clouds
665,Waipawa,NZ,-41.4122,175.5153,53.87,89,100,12.93,overcast clouds
666,Marienburg,PL,54.0359,19.0266,41.85,99,100,10.94,overcast clouds
667,Svetlaya,RU,46.5389,138.3297,13.26,60,10,4.76,clear sky
668,Matamoros,MX,25.5333,-103.25,72.37,19,0,8.21,clear sky
669,Avesta,SE,60.1455,16.1679,36.19,99,100,9.95,overcast clouds
670,Yevlax,AZ,40.6089,47.1492,38.75,83,100,14.16,overcast clouds
671,Moron,AR,-34.6534,-58.6198,82.06,65,50,11.99,scattered clouds
672,Najran,SA,17.4924,44.1277,54.25,79,1,3.04,clear sky
673,Gilgit,PK,35.9221,74.3087,39.0,86,100,1.14,overcast clouds
674,Hadejia,NG,12.4498,10.0444,63.77,20,24,9.66,few clouds
675,Quang Ngai,VN,15.1167,108.8,66.78,89,100,7.45,overcast clouds
676,Kysyl-Syr,RU,63.8986,122.7617,-19.17,98,100,5.03,overcast clouds
677,Gouyave,GD,12.1646,-61.7296,77.77,83,75,14.97,light rain
678,Kiunga,PG,-6.1219,141.2906,84.22,68,100,1.34,overcast clouds
679,Ust-Maya,RU,60.4167,134.5333,-49.59,100,94,1.16,overcast clouds
680,Hienghene,NC,-20.6833,164.9333,82.0,83,100,19.04,heavy intensity rain
681,Vao,NC,-22.6667,167.4833,78.66,87,96,13.87,light rain
682,La Asuncion,VE,11.0333,-63.8628,65.93,100,100,12.66,overcast clouds
683,Puerto Maldonado,PE,-12.6,-69.1833,84.6,58,0,0.0,clear sky
684,Ucluelet,CA,48.9329,-125.5528,49.08,83,100,9.1,overcast clouds
685,Yaguajay,CU,22.3272,-79.2378,73.85,86,21,11.23,few clouds
686,Mutoko,ZW,-17.397,32.2268,61.27,93,100,3.62,overcast clouds
687,Touros,BR,-5.1989,-35.4608,79.23,78,91,12.28,overcast clouds
688,Iesolo,IT,45.5331,12.6448,48.25,83,100,1.5,overcast clouds
689,Luena,AO,-11.7833,19.9167,60.21,98,88,4.34,light rain
690,Karasjok,NO,69.4719,25.5112,-14.71,100,100,3.74,overcast clouds
691,Novo Oriente,BR,-5.5344,-40.7742,79.95,39,34,1.07,scattered clouds
692,Danshui,CN,22.7984,114.4672,62.92,58,98,3.11,overcast clouds
693,Oranjestad,AW,12.524,-70.027,75.9,94,75,18.41,broken clouds
694,Trinidad,BO,-14.8333,-64.9,89.58,58,20,0.0,few clouds
695,Murgab,TM,37.4966,61.9714,39.07,70,0,0.0,clear sky
696,Berdigestyakh,RU,62.0989,126.6992,-16.1,98,100,4.43,overcast clouds
697,Mulchen,CL,-37.7167,-72.2333,80.46,39,23,5.21,few clouds
698,Valparaiso,CL,-33.0393,-71.6273,73.63,60,0,9.22,clear sky
699,Hauterive,FR,46.0901,3.4459,52.56,85,100,5.19,light rain
700,Pyaozerskiy,RU,65.8333,31.1667,0.16,99,95,1.79,overcast clouds
